References,Reaction,Year
"Article; Dou, Xiaowei; Yao, Weijun; Zhou, Bo; Lu, Yixin; Chemical Communications; vol. 49; 80; (2013); p. 9224 - 9226;",O=C1Nc2ccccc2C1Cl.O=[N+]([O-])C=Cc1cccc2ccccc12>>O=C1Nc2ccccc2C1(Cl)C(C[N+](=O)[O-])c1cccc2ccccc12,2013
"Article; Dou, Xiaowei; Yao, Weijun; Zhou, Bo; Lu, Yixin; Chemical Communications; vol. 49; 80; (2013); p. 9224 - 9226;",O=C1Nc2ccccc2C1Cl.O=[N+]([O-])C=Cc1ccco1>>O=C1Nc2ccccc2C1(Cl)C(C[N+](=O)[O-])c1ccco1,2013
"Article; Dou, Xiaowei; Yao, Weijun; Zhou, Bo; Lu, Yixin; Chemical Communications; vol. 49; 80; (2013); p. 9224 - 9226;",O=C1Nc2ccccc2C1Cl.O=[N+]([O-])C=Cc1cccs1>>O=C1Nc2ccccc2C1(Cl)C(C[N+](=O)[O-])c1cccs1,2013
"Article; Dou, Xiaowei; Yao, Weijun; Zhou, Bo; Lu, Yixin; Chemical Communications; vol. 49; 80; (2013); p. 9224 - 9226;",O=C1Nc2ccccc2C1Cl.O=[N+]([O-])C=CCCc1ccccc1>>O=C1Nc2ccccc2C1(Cl)C(CCc1ccccc1)C[N+](=O)[O-],2013
"Article; Deadman, Benjamin J.; Battilocchio, Claudio; Sliwinski, Eric; Ley, Steven V.; Green Chemistry; vol. 15; 8; (2013); p. 2050 - 2055;",O=C(CC(=O)OCc1ccccc1)OCc1ccccc1.O=[N+]([O-])/C=C/c1ccc(Cl)cc1>>O=C(OCc1ccccc1)C(C(=O)OCc1ccccc1)C(C[N+](=O)[O-])c1ccc(Cl)cc1,2013
"Article; Wu, Xiaoyu; Liu, Qin; Liu, Yong; Wang, Qun; Zhang, Ying; Chen, Jie; Cao, Weiguo; Zhao, Gang; Advanced Synthesis and Catalysis; vol. 355; 13; (2013); p. 2701 - 2706;",C=CC=O.CCOC(=O)NCCC1C(=O)N(C(=O)OC(C)(C)C)c2ccccc21>>CCOC(=O)NCC[C@@]1(CCC=O)C(=O)N(C(=O)OC(C)(C)C)c2ccccc21,2013
"Article; Quintavalla, Arianna; Lanza, Francesco; Montroni, Elisa; Lombardo, Marco; Trombini, Claudio; Journal of Organic Chemistry; vol. 78; 23; (2013); p. 12049 - 12064;",CCOC(=O)/C=C1/C(=O)N(C(=O)OC(C)(C)C)c2ccccc21.C[N+](=O)[O-]>>CCOC(=O)C(C[N+](=O)[O-])C1C(=O)N(C(=O)OC(C)(C)C)c2ccccc21,2013
"Article; Wu, Xiaoyu; Liu, Qin; Liu, Yong; Wang, Qun; Zhang, Ying; Chen, Jie; Cao, Weiguo; Zhao, Gang; Advanced Synthesis and Catalysis; vol. 355; 13; (2013); p. 2701 - 2706;",C=CC=O.CC(C)(C)OC(=O)N1C(=O)C(Cc2ccccc2)c2ccccc21>>CC(C)(C)OC(=O)N1C(=O)[C@](CCC=O)(Cc2ccccc2)c2ccccc21,2013
"Article; Wu, Xiaoyu; Liu, Qin; Liu, Yong; Wang, Qun; Zhang, Ying; Chen, Jie; Cao, Weiguo; Zhao, Gang; Advanced Synthesis and Catalysis; vol. 355; 13; (2013); p. 2701 - 2706;",C=CC=O.Cc1ccc2c(c1)C(c1ccccc1)C(=O)N2C(=O)OC(C)(C)C>>Cc1ccc2c(c1)[C@@](CCC=O)(c1ccccc1)C(=O)N2C(=O)OC(C)(C)C,2013
"Article; Wu, Xiaoyu; Liu, Qin; Liu, Yong; Wang, Qun; Zhang, Ying; Chen, Jie; Cao, Weiguo; Zhao, Gang; Advanced Synthesis and Catalysis; vol. 355; 13; (2013); p. 2701 - 2706;",C=CC=O.COc1ccc2c(c1)C(c1ccccc1)C(=O)N2C(=O)OC(C)(C)C>>COc1ccc2c(c1)[C@@](CCC=O)(c1ccccc1)C(=O)N2C(=O)OC(C)(C)C,2013
"Article; Wu, Xiaoyu; Liu, Qin; Liu, Yong; Wang, Qun; Zhang, Ying; Chen, Jie; Cao, Weiguo; Zhao, Gang; Advanced Synthesis and Catalysis; vol. 355; 13; (2013); p. 2701 - 2706;",C=CC=O.CC(C)(C)OC(=O)N1C(=O)C(c2ccccc2)c2cc(F)ccc21>>CC(C)(C)OC(=O)N1C(=O)[C@](CCC=O)(c2ccccc2)c2cc(F)ccc21,2013
"Article; Wu, Xiaoyu; Liu, Qin; Liu, Yong; Wang, Qun; Zhang, Ying; Chen, Jie; Cao, Weiguo; Zhao, Gang; Advanced Synthesis and Catalysis; vol. 355; 13; (2013); p. 2701 - 2706;",C=CC=O.Cc1ccc(C2C(=O)N(C(=O)OC(C)(C)C)c3ccccc32)cc1>>Cc1ccc([C@@]2(CCC=O)C(=O)N(C(=O)OC(C)(C)C)c3ccccc32)cc1,2013
"Article; Wu, Xiaoyu; Liu, Qin; Liu, Yong; Wang, Qun; Zhang, Ying; Chen, Jie; Cao, Weiguo; Zhao, Gang; Advanced Synthesis and Catalysis; vol. 355; 13; (2013); p. 2701 - 2706;",C=CC=O.CC(C)(C)OC(=O)N1C(=O)C(CC#N)c2ccccc21>>CC(C)(C)OC(=O)N1C(=O)[C@@](CC#N)(CCC=O)c2ccccc21,2013
"Article; Wu, Xiaoyu; Liu, Qin; Liu, Yong; Wang, Qun; Zhang, Ying; Chen, Jie; Cao, Weiguo; Zhao, Gang; Advanced Synthesis and Catalysis; vol. 355; 13; (2013); p. 2701 - 2706;",C=CC=O.CCOC(=O)CC1C(=O)N(C(=O)OC(C)(C)C)c2ccccc21>>CCOC(=O)C[C@@]1(CCC=O)C(=O)N(C(=O)OC(C)(C)C)c2ccccc21,2013
"Article; Wu, Xiaoyu; Liu, Qin; Liu, Yong; Wang, Qun; Zhang, Ying; Chen, Jie; Cao, Weiguo; Zhao, Gang; Advanced Synthesis and Catalysis; vol. 355; 13; (2013); p. 2701 - 2706;",C=CC=O.CC(C)(C)OC(=O)CC1C(=O)N(C(=O)OC(C)(C)C)c2ccccc21>>CC(C)(C)OC(=O)C[C@@]1(CCC=O)C(=O)N(C(=O)OC(C)(C)C)c2ccccc21,2013
"Article; Wu, Xiaoyu; Liu, Qin; Liu, Yong; Wang, Qun; Zhang, Ying; Chen, Jie; Cao, Weiguo; Zhao, Gang; Advanced Synthesis and Catalysis; vol. 355; 13; (2013); p. 2701 - 2706;",C=CC=O.CC(C)(C)OC(=O)N1C(=O)C(c2ccccc2)c2cc(Br)ccc21>>CC(C)(C)OC(=O)N1C(=O)[C@](CCC=O)(c2ccccc2)c2cc(Br)ccc21,2013
"Article; Wu, Xiaoyu; Liu, Qin; Liu, Yong; Wang, Qun; Zhang, Ying; Chen, Jie; Cao, Weiguo; Zhao, Gang; Advanced Synthesis and Catalysis; vol. 355; 13; (2013); p. 2701 - 2706;",C=CC=O.CC(C)(C)OC(=O)N1C(=O)C(c2ccccc2)c2ccccc21>>CC(C)(C)OC(=O)N1C(=O)[C@](CCC=O)(c2ccccc2)c2ccccc21,2013
"Article; Dou, Xiaowei; Yao, Weijun; Zhou, Bo; Lu, Yixin; Chemical Communications; vol. 49; 80; (2013); p. 9224 - 9226;",O=C1Nc2ccccc2C1Cl.O=[N+]([O-])C=Cc1ccc(F)cc1>>O=C1Nc2ccccc2C1(Cl)C(C[N+](=O)[O-])c1ccc(F)cc1,2013
"Article; Dou, Xiaowei; Yao, Weijun; Zhou, Bo; Lu, Yixin; Chemical Communications; vol. 49; 80; (2013); p. 9224 - 9226;",O=C1Nc2ccccc2C1Cl.O=[N+]([O-])C=Cc1cccc(Cl)c1>>O=C1Nc2ccccc2C1(Cl)C(C[N+](=O)[O-])c1cccc(Cl)c1,2013
"Article; Miao, Chun-Bao; Dong, Chun-Ping; Zhang, Min; Ren, Wen-Long; Meng, Qi; Sun, Xiao-Qiang; Yang, Hai-Tao; Journal of Organic Chemistry; vol. 78; 9; (2013); p. 4329 - 4340;",CCOC(=O)C(NS(C)(=O)=O)C(=O)OCC.O=C(C=Cc1ccccc1)c1ccccc1>>CCOC(=O)C(NS(C)(=O)=O)(C(=O)OCC)C(CC(=O)c1ccccc1)c1ccccc1,2013
"Article; Ma, Guangning; Afewerki, Samson; Deiana, Luca; Palo-Nieto, Carlos; Liu, Leifeng; Sun, Junliang; Ibrahem, Ismail; Cordova, Armando; Angewandte Chemie - International Edition; vol. 52; 23; (2013); p. 6050 - 6054; Angew. Chem.; vol. 125; 23; (2013); p. 6166 - 6170,5;",COC(=O)C(C#N)CC/C=C/COC(C)=O.O=CC=Cc1ccccc1>>COC(=O)C(C#N)(CC/C=C/COC(C)=O)C(CC=O)c1ccccc1,2013
"Article; Ma, Guangning; Afewerki, Samson; Deiana, Luca; Palo-Nieto, Carlos; Liu, Leifeng; Sun, Junliang; Ibrahem, Ismail; Cordova, Armando; Angewandte Chemie - International Edition; vol. 52; 23; (2013); p. 6050 - 6054; Angew. Chem.; vol. 125; 23; (2013); p. 6166 - 6170,5;",COC(=O)C(C#N)C/C=C\COC(C)=O.N#Cc1ccc(C=CC=O)cc1>>COC(=O)C(C#N)(C/C=C\COC(C)=O)C(CC=O)c1ccc(C#N)cc1,2013
"Article; Ma, Guangning; Afewerki, Samson; Deiana, Luca; Palo-Nieto, Carlos; Liu, Leifeng; Sun, Junliang; Ibrahem, Ismail; Cordova, Armando; Angewandte Chemie - International Edition; vol. 52; 23; (2013); p. 6050 - 6054; Angew. Chem.; vol. 125; 23; (2013); p. 6166 - 6170,5;",CC(=O)OC/C=C\CC(C#N)C#N.O=CC=Cc1ccccc1>>CC(=O)OC/C=C\CC(C#N)(C#N)C(CC=O)c1ccccc1,2013
"Article; Ma, Guangning; Afewerki, Samson; Deiana, Luca; Palo-Nieto, Carlos; Liu, Leifeng; Sun, Junliang; Ibrahem, Ismail; Cordova, Armando; Angewandte Chemie - International Edition; vol. 52; 23; (2013); p. 6050 - 6054; Angew. Chem.; vol. 125; 23; (2013); p. 6166 - 6170,5;",CC(=O)OC/C=C\CC(C#N)C#N.O=CC=Cc1ccc(Br)cc1>>CC(=O)OC/C=C\CC(C#N)(C#N)C(CC=O)c1ccc(Br)cc1,2013
"Article; Ma, Guangning; Afewerki, Samson; Deiana, Luca; Palo-Nieto, Carlos; Liu, Leifeng; Sun, Junliang; Ibrahem, Ismail; Cordova, Armando; Angewandte Chemie - International Edition; vol. 52; 23; (2013); p. 6050 - 6054; Angew. Chem.; vol. 125; 23; (2013); p. 6166 - 6170,5;",COC(=O)C(C#N)C/C=C\COC(C)=O.O=CC=Cc1ccccc1Cl>>COC(=O)C(C#N)(C/C=C\COC(C)=O)C(CC=O)c1ccccc1Cl,2013
"Article; Rassu, Gloria; Zambrano, Vincenzo; Pinna, Luigi; Curti, Claudio; Battistini, Lucia; Sartori, Andrea; Pelosi, Giorgio; Zanardi, Franca; Casiraghi, Giovanni; Advanced Synthesis and Catalysis; vol. 355; 9; (2013); p. 1881 - 1886;",CCC(CC)=C1C(=O)N(C(=O)OC)c2ccccc21.O=[N+]([O-])/C=C/c1ccccc1>>CC/C(=C1/C(=O)N(C(=O)OC)c2ccccc21)[C@@H](C)[C@H](C[N+](=O)[O-])c1ccccc1,2013
"Article; Dou, Xiaowei; Yao, Weijun; Zhou, Bo; Lu, Yixin; Chemical Communications; vol. 49; 80; (2013); p. 9224 - 9226;",O=C1Nc2ccccc2C1Cl.O=[N+]([O-])C=Cc1ccc(Cl)cc1>>O=C1Nc2ccccc2C1(Cl)C(C[N+](=O)[O-])c1ccc(Cl)cc1,2013
"Article; Wang, Qi; Huan, Feng; Shen, Haiming; Xiao, Ji-Chang; Gao, Min; Yang, Xianjin; Murahashi, Shun-Ichi; Chen, Qing-Yun; Guo, Yong; Journal of Organic Chemistry; vol. 78; 24; (2013); p. 12525 - 12531;",C=CC(=O)c1ccc(C)cc1.COC(=O)C(C(F)(F)F)C(F)(F)F>>COC(=O)C(CCC(=O)c1ccc(C)cc1)(C(F)(F)F)C(F)(F)F,2013
"Article; Wang, Zhen; Zhang, Zuliang; Yao, Qian; Liu, Xiaohua; Cai, Yunfei; Lin, Lili; Feng, Xiaoming; Chemistry - A European Journal; vol. 19; 26; (2013); p. 8591 - 8596;",C#CC(=O)OCC.Cc1ccc2c(c1)C(c1ccccc1)C(=O)N2>>CCOC(=O)/C=C\C1(c2ccccc2)C(=O)Nc2ccc(C)cc21,2013
"Article; Dou, Xiaowei; Yao, Weijun; Zhou, Bo; Lu, Yixin; Chemical Communications; vol. 49; 80; (2013); p. 9224 - 9226;",O=C1Nc2ccc(Br)cc2C1Cl.O=[N+]([O-])C=Cc1ccccc1>>O=C1Nc2ccc(Br)cc2C1(Cl)C(C[N+](=O)[O-])c1ccccc1,2013
"Article; Wang, Qi; Huan, Feng; Shen, Haiming; Xiao, Ji-Chang; Gao, Min; Yang, Xianjin; Murahashi, Shun-Ichi; Chen, Qing-Yun; Guo, Yong; Journal of Organic Chemistry; vol. 78; 24; (2013); p. 12525 - 12531;",C=CC(=O)c1ccccc1.COC(=O)C(C(F)(F)F)C(F)(F)F>>COC(=O)C(CCC(=O)c1ccccc1)(C(F)(F)F)C(F)(F)F,2013
"Article; Dou, Xiaowei; Yao, Weijun; Zhou, Bo; Lu, Yixin; Chemical Communications; vol. 49; 80; (2013); p. 9224 - 9226;",O=C1Nc2cc(Cl)ccc2C1Cl.O=[N+]([O-])C=Cc1ccccc1>>O=C1Nc2cc(Cl)ccc2C1(Cl)C(C[N+](=O)[O-])c1ccccc1,2013
"Article; Quintavalla, Arianna; Lanza, Francesco; Montroni, Elisa; Lombardo, Marco; Trombini, Claudio; Journal of Organic Chemistry; vol. 78; 23; (2013); p. 12049 - 12064;",CCOC(=O)/C=C1/C(=O)N(C(=O)OC(C)(C)C)c2ccccc21.CC[N+](=O)[O-]>>CCOC(=O)[C@H](C1C(=O)N(C(=O)OC(C)(C)C)c2ccccc21)[C@H](C)[N+](=O)[O-],2013
"Article; Dou, Xiaowei; Yao, Weijun; Zhou, Bo; Lu, Yixin; Chemical Communications; vol. 49; 80; (2013); p. 9224 - 9226;",O=C1Nc2ccc(Cl)cc2C1Cl.O=[N+]([O-])C=Cc1ccccc1Br>>O=C1Nc2ccc(Cl)cc2C1(Cl)C(C[N+](=O)[O-])c1ccccc1Br,2013
"Article; Dou, Xiaowei; Yao, Weijun; Zhou, Bo; Lu, Yixin; Chemical Communications; vol. 49; 80; (2013); p. 9224 - 9226;",O=C1Nc2ccccc2C1Cl.O=[N+]([O-])C=Cc1ccccc1Br>>O=C1Nc2ccccc2[C@]1(Cl)[C@H](C[N+](=O)[O-])c1ccccc1Br,2013
"Article; Dou, Xiaowei; Yao, Weijun; Zhou, Bo; Lu, Yixin; Chemical Communications; vol. 49; 80; (2013); p. 9224 - 9226;",O=C1Nc2ccccc2C1Cl.O=[N+]([O-])C=Cc1cccc(Br)c1>>O=C1Nc2ccccc2C1(Cl)C(C[N+](=O)[O-])c1cccc(Br)c1,2013
"Article; Wang, Zhen; Zhang, Zuliang; Yao, Qian; Liu, Xiaohua; Cai, Yunfei; Lin, Lili; Feng, Xiaoming; Chemistry - A European Journal; vol. 19; 26; (2013); p. 8591 - 8596;",Cc1ccc2c(c1)C(c1ccccc1)C(=O)N2.O=C(C#CCl)c1ccccc1>>Cc1ccc2c(c1)C(/C(Cl)=C\C(=O)c1ccccc1)(c1ccccc1)C(=O)N2,2013
"Article; Moulia, Aurelie; Teo, Joycelyn; Johannes, Charles W.; Richard, Jean-Alexandre; RSC Advances; vol. 3; 45; (2013); p. 22882 - 22886;",C=CC(C)=O.O=C1C[C@@H]2CCC[C@H](C1)C2[N+](=O)[O-]>>CC(=O)CCC1([N+](=O)[O-])[C@H]2CCC[C@@H]1CC(=O)C2,2013
"Article; Moulia, Aurelie; Teo, Joycelyn; Johannes, Charles W.; Richard, Jean-Alexandre; RSC Advances; vol. 3; 45; (2013); p. 22882 - 22886;",CCOC(=O)C[N+](=O)[O-].O=C1C=CCCCC=C1>>CCOC(=O)C(C1CCCC=CC(=O)C1)[N+](=O)[O-],2013
"Article; Moulia, Aurelie; Teo, Joycelyn; Johannes, Charles W.; Richard, Jean-Alexandre; RSC Advances; vol. 3; 45; (2013); p. 22882 - 22886;",COC(=O)CC(=O)OC.O=C1C=CCCCC=C1>>COC(=O)C(C(=O)OC)C1CCCC=CC(=O)C1,2013
"Article; Bera, Kalisankar; Namboothiri, Irishi N. N.; Chemical Communications; vol. 49; 90; (2013); p. 10632 - 10634;",C=CC(=O)c1cccc(Br)c1.C=CCC([N+](=O)[O-])S(=O)(=O)c1ccccc1>>C=CC[C@@](CCC(=O)c1cccc(Br)c1)([N+](=O)[O-])S(=O)(=O)c1ccccc1,2013
"Article; Bera, Kalisankar; Namboothiri, Irishi N. N.; Chemical Communications; vol. 49; 90; (2013); p. 10632 - 10634;",C=CC(=O)c1cccc(Br)c1.CCCCCC([N+](=O)[O-])S(=O)(=O)c1ccccc1>>CCCCC[C@@](CCC(=O)c1cccc(Br)c1)([N+](=O)[O-])S(=O)(=O)c1ccccc1,2013
"Article; Bera, Kalisankar; Namboothiri, Irishi N. N.; Chemical Communications; vol. 49; 90; (2013); p. 10632 - 10634;",C=CC(=O)c1cccc(Br)c1.CCCCC([N+](=O)[O-])S(=O)(=O)c1ccccc1>>CCCC[C@@](CCC(=O)c1cccc(Br)c1)([N+](=O)[O-])S(=O)(=O)c1ccccc1,2013
"Article; Bera, Kalisankar; Namboothiri, Irishi N. N.; Chemical Communications; vol. 49; 90; (2013); p. 10632 - 10634;",C=CC(=O)c1cccc(Br)c1.O=[N+]([O-])C(Cc1ccccc1)S(=O)(=O)c1ccccc1>>O=C(CC[C@](Cc1ccccc1)([N+](=O)[O-])S(=O)(=O)c1ccccc1)c1cccc(Br)c1,2013
"Article; Buyck, Thomas; Wang, Qian; Zhu, Jieping; Angewandte Chemie - International Edition; vol. 52; 48; (2013); p. 12714 - 12718; Angew. Chem.; vol. 125; 48; (2013); p. 12946 - 12950,5;",C=C[Se](=O)(=O)c1ccccc1.[C-]#[N+]C(C(=O)OC)c1ccoc1>>[C-]#[N+][C@@](CC[Se](=O)(=O)c1ccccc1)(C(=O)OC)c1ccoc1,2013
"Article; Manna, Chinmoy; Pathak, Tanmaya; European Journal of Organic Chemistry; 27; (2013); p. 6084 - 6097;",CCOC(=O)CC(C)=O.CO[C@H]1C=C(S(=O)(=O)c2ccc(C)cc2)[C@@H](COCc2ccccc2)O1>>CCOC(=O)C(C(C)=O)[C@@H]1C(S(=O)(=O)c2ccc(C)cc2)[C@@H](COCc2ccccc2)O[C@H]1OC,2013
"Article; Buyck, Thomas; Wang, Qian; Zhu, Jieping; Angewandte Chemie - International Edition; vol. 52; 48; (2013); p. 12714 - 12718; Angew. Chem.; vol. 125; 48; (2013); p. 12946 - 12950,5;",C=C[Se](=O)(=O)c1ccccc1.[C-]#[N+]C(C(=O)OC)c1ccco1>>[C-]#[N+][C@@](CC[Se](=O)(=O)c1ccccc1)(C(=O)OC)c1ccco1,2013
"Article; Buyck, Thomas; Wang, Qian; Zhu, Jieping; Angewandte Chemie - International Edition; vol. 52; 48; (2013); p. 12714 - 12718; Angew. Chem.; vol. 125; 48; (2013); p. 12946 - 12950,5;",C=C[Se](=O)(=O)c1ccccc1.[C-]#[N+]C(C(=O)OC)c1ccc(C)cc1>>[C-]#[N+][C@@](CC[Se](=O)(=O)c1ccccc1)(C(=O)OC)c1ccc(C)cc1,2013
"Article; Manna, Chinmoy; Pathak, Tanmaya; European Journal of Organic Chemistry; 27; (2013); p. 6084 - 6097;",COC(=O)CC(C)=O.CO[C@H]1C=C(S(=O)(=O)c2ccc(C)cc2)[C@@H](COCc2ccccc2)O1>>COC(=O)C(C(C)=O)[C@@H]1C(S(=O)(=O)c2ccc(C)cc2)[C@@H](COCc2ccccc2)O[C@H]1OC,2013
"Article; Buyck, Thomas; Wang, Qian; Zhu, Jieping; Angewandte Chemie - International Edition; vol. 52; 48; (2013); p. 12714 - 12718; Angew. Chem.; vol. 125; 48; (2013); p. 12946 - 12950,5;",C=C[Se](=O)(=O)c1ccccc1.[C-]#[N+]C(C(=O)OC)c1ccc(OC)cc1>>[C-]#[N+][C@@](CC[Se](=O)(=O)c1ccccc1)(C(=O)OC)c1ccc(OC)cc1,2013
"Article; Quintavalla, Arianna; Lanza, Francesco; Montroni, Elisa; Lombardo, Marco; Trombini, Claudio; Journal of Organic Chemistry; vol. 78; 23; (2013); p. 12049 - 12064;",CC(C)(C)OC(=O)N1C(=O)/C(=C/c2ccc([N+](=O)[O-])cc2)c2ccccc21.C[N+](=O)[O-]>>CC(C)(C)OC(=O)N1C(=O)C(C(C[N+](=O)[O-])c2ccc([N+](=O)[O-])cc2)c2ccccc21,2013
"Article; Halimehjani, Azim Ziyaei; Karimi, Nafiseh; Saidi, Mohammad R.; Synthetic Communications; vol. 43; 5; (2013); p. 744 - 748;",O=C1c2ccccc2Cc2ccccc21.O=[N+]([O-])C=Cc1cccc2ccccc12>>O=C1c2ccccc2C(C(C[N+](=O)[O-])c2cccc3ccccc23)c2ccccc21,2013
"Article; Halimehjani, Azim Ziyaei; Karimi, Nafiseh; Saidi, Mohammad R.; Synthetic Communications; vol. 43; 5; (2013); p. 744 - 748;",O=C1c2ccccc2Cc2ccccc21.O=[N+]([O-])C=Cc1ccc(Cl)cc1Cl>>O=C1c2ccccc2C(C(C[N+](=O)[O-])c2ccc(Cl)cc2Cl)c2ccccc21,2013
"Article; Zhong, Fangrui; Dou, Xiaowei; Han, Xiaoyu; Yao, Weijun; Zhu, Qiang; Meng, Yuezhong; Lu, Yixin; Angewandte Chemie - International Edition; vol. 52; 3; (2013); p. 943 - 947;",C=CC(C)=O.COc1ccc(C2C(=O)N(C(=O)OC(C)(C)C)c3ccccc32)cc1>>COc1ccc(C2(CCC(C)=O)C(=O)N(C(=O)OC(C)(C)C)c3ccccc32)cc1,2013
"Article; Zhong, Fangrui; Dou, Xiaowei; Han, Xiaoyu; Yao, Weijun; Zhu, Qiang; Meng, Yuezhong; Lu, Yixin; Angewandte Chemie - International Edition; vol. 52; 3; (2013); p. 943 - 947;",C=CC(C)=O.CC(C)(C)OC(=O)N1C(=O)C(c2ccccc2)c2cccc(F)c21>>CC(=O)CCC1(c2ccccc2)C(=O)N(C(=O)OC(C)(C)C)c2c(F)cccc21,2013
"Article; Zhong, Fangrui; Dou, Xiaowei; Han, Xiaoyu; Yao, Weijun; Zhu, Qiang; Meng, Yuezhong; Lu, Yixin; Angewandte Chemie - International Edition; vol. 52; 3; (2013); p. 943 - 947;",C=CC(C)=O.CC(C)(C)OC(=O)N1C(=O)C(c2ccc(C(C)(C)C)cc2)c2ccccc21>>CC(=O)CCC1(c2ccc(C(C)(C)C)cc2)C(=O)N(C(=O)OC(C)(C)C)c2ccccc21,2013
"Article; Joerres, Manuel; Mersmann, Stefanie; Raabe, Gerhard; Bolm, Carsten; Green Chemistry; vol. 15; 3; (2013); p. 612 - 616;",O=C1CCCCC1[N+](=O)[O-].O=[N+]([O-])C=Cc1ccc(Br)cc1>>O=C1CCCC[C@@]1([C@H](C[N+](=O)[O-])c1ccc(Br)cc1)[N+](=O)[O-],2013
"Article; Joerres, Manuel; Mersmann, Stefanie; Raabe, Gerhard; Bolm, Carsten; Green Chemistry; vol. 15; 3; (2013); p. 612 - 616;",Cc1ccc(C=C[N+](=O)[O-])cc1.O=C1CCCCC1[N+](=O)[O-]>>Cc1ccc([C@@H](C[N+](=O)[O-])[C@@]2([N+](=O)[O-])CCCCC2=O)cc1,2013
"Article; Buyck, Thomas; Wang, Qian; Zhu, Jieping; Angewandte Chemie - International Edition; vol. 52; 48; (2013); p. 12714 - 12718; Angew. Chem.; vol. 125; 48; (2013); p. 12946 - 12950,5;",C=C[Se](=O)(=O)c1ccccc1.[C-]#[N+]C(C(=O)OC)c1ccccc1>>[C-]#[N+][C@@](CC[Se](=O)(=O)c1ccccc1)(C(=O)OC)c1ccccc1,2013
"Article; Joerres, Manuel; Mersmann, Stefanie; Raabe, Gerhard; Bolm, Carsten; Green Chemistry; vol. 15; 3; (2013); p. 612 - 616;",O=C1CCCCC1[N+](=O)[O-].O=[N+]([O-])C=Cc1ccccc1F>>O=C1CCCC[C@@]1([C@H](C[N+](=O)[O-])c1ccccc1F)[N+](=O)[O-],2013
"Article; Bera, Kalisankar; Namboothiri, Irishi N. N.; Chemical Communications; vol. 49; 90; (2013); p. 10632 - 10634;",C=CC(=O)/C=C/c1ccccc1.CC([N+](=O)[O-])S(=O)(=O)c1ccccc1>>C[C@@](CCC(=O)/C=C/c1ccccc1)([N+](=O)[O-])S(=O)(=O)c1ccccc1,2013
"Article; Rodrigo, Eduardo; Garcia Ruano, Jose Luis; Cid, M. Belen; Journal of Organic Chemistry; vol. 78; 21; (2013); p. 10737 - 10746;",CC/C=C\CCC=CC=O.O=[N+]([O-])CCCS(=O)(=O)c1nnnn1-c1ccccc1>>CC/C=C\CC[C@@H](CC=O)C(CCS(=O)(=O)c1nnnn1-c1ccccc1)[N+](=O)[O-],2013
"Article; Manna, Chinmoy; Pathak, Tanmaya; European Journal of Organic Chemistry; 27; (2013); p. 6084 - 6097;",CC(=O)CC(N)=O.CO[C@@H]1C=C(S(=O)(=O)c2ccc(C)cc2)[C@@H](COCc2ccccc2)O1>>CO[C@H]1O[C@H](COCc2ccccc2)C(S(=O)(=O)c2ccc(C)cc2)[C@@H]1C(C(C)=O)C(N)=O,2013
"Article; Bera, Kalisankar; Namboothiri, Irishi N. N.; Chemical Communications; vol. 49; 90; (2013); p. 10632 - 10634;",C=CC(=O)c1ccccc1.CC([N+](=O)[O-])S(=O)(=O)c1ccccc1>>C[C@@](CCC(=O)c1ccccc1)([N+](=O)[O-])S(=O)(=O)c1ccccc1,2013
"Article; Bera, Kalisankar; Namboothiri, Irishi N. N.; Chemical Communications; vol. 49; 90; (2013); p. 10632 - 10634;",C=CC(=O)c1ccc(OC)cc1.CC([N+](=O)[O-])S(=O)(=O)c1ccccc1>>COc1ccc(C(=O)CC[C@](C)([N+](=O)[O-])S(=O)(=O)c2ccccc2)cc1,2013
"Article; Bera, Kalisankar; Namboothiri, Irishi N. N.; Chemical Communications; vol. 49; 90; (2013); p. 10632 - 10634;",C=CC(=O)C1CCCCC1.CC([N+](=O)[O-])S(=O)(=O)c1ccccc1>>C[C@@](CCC(=O)C1CCCCC1)([N+](=O)[O-])S(=O)(=O)c1ccccc1,2013
"Article; Bera, Kalisankar; Namboothiri, Irishi N. N.; Chemical Communications; vol. 49; 90; (2013); p. 10632 - 10634;",C=CC(=O)c1ccc(OC)c(OC)c1.CC([N+](=O)[O-])S(=O)(=O)c1ccccc1>>COc1ccc(C(=O)CC[C@](C)([N+](=O)[O-])S(=O)(=O)c2ccccc2)cc1OC,2013
"Article; Bera, Kalisankar; Namboothiri, Irishi N. N.; Chemical Communications; vol. 49; 90; (2013); p. 10632 - 10634;",C=CC(=O)c1ccc(Cl)cc1.CC([N+](=O)[O-])S(=O)(=O)c1ccccc1>>C[C@@](CCC(=O)c1ccc(Cl)cc1)([N+](=O)[O-])S(=O)(=O)c1ccccc1,2013
"Article; Bera, Kalisankar; Namboothiri, Irishi N. N.; Chemical Communications; vol. 49; 90; (2013); p. 10632 - 10634;",C=CC(=O)c1ccc(C#N)cc1.CC([N+](=O)[O-])S(=O)(=O)c1ccccc1>>C[C@@](CCC(=O)c1ccc(C#N)cc1)([N+](=O)[O-])S(=O)(=O)c1ccccc1,2013
